,Number,Clean data
364,365,nisei male born april seattl washington move seattl bainbridg island washington age five dure world war ii remov
365,366,nisei male born june ferri counti washington sent japan age five follow father death return spokan washington
366,367,nisei femal born januari lo angel california grew lo feliz california famili ran flower grow busi dure world
367,368,nisei femal born june seattl washington grew seattl parent ran board hous dure world war ii remov
368,369,male ukrainian descent born octob edmonton alberta canada attend western washington univers bellingham washington earn phd
369,370,nisei femal born june santa clara counti california rais santa clara met marri issei guntaro kubota one
370,371,nisei male may pasadena california grew el centro california father truck farmer dure world war ii remov
371,372,nisei male born march hilo hawaii wa lieuten nd regiment combat team instrument clear courtmarti convict shiro
372,373,born honolulu hawaii dure redress movement depart justic offic redress administr os establish identifi administ repar payment
373,374,sansei femal born septemb canet peru grew peru parent ran success store dure world war ii father
374,375,sansei male born januari lo angel california while young remov famili santa anita assembl center california
375,376,sansei femal born august seattl washington dure world war ii famili remov puyallup assembl center washington minidoka concentr
376,377,nisei male born octob california marri prior mass remov sent manzanar concentr camp california transfer
377,378,nisei femal born march incarcer heart mountain concentr camp wyom world war ii wa staff camp newspap
378,379,nisei male born august seattl washington grew seattl parent own seri hotel graduat univers
379,380,sansei femal born februari honolulu hawaii grew honolulu father work insur agent mother teacher
380,381,nisei male born juli glendal california grew glendal parent farm after bomb pearl harbor remov
381,382,nisei male born may hershey nebraska admit armi air corp flew thirti mission europ b
382,383,wife ben kuroki acclaim first nisei war hero flew mission world war ii u armi air
383,384,nisei male april sierra madr california wa pursu degre art pasadena junior colleg time mass remov
384,385,nisei femal born februari seattl washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp idaho
385,386,elain kim led panel interview ruthann paul mika kuros the convers also touch upon reflect aki kuros seattl teacher peac
386,387,elain kim led panel interview ruthann paul mika kuros the convers also touch upon reflect aki kuros seattl teacher peac
387,388,issei femal born march fukui prefectur japan graduat jinai girl school after grandfath death came seattl washington
388,389,nisei male born decemb richfield utah grew primarili ogden utah attend univers utah uc berkeley
389,390,nisei male born februari florin california grew florin famili oper farm dure world war ii remov
390,391,nisei male born februari fresno california grew fresno parent ran sever retail store dure world war ii remov
391,392,nisei femal born may covina california at young age suffer accid hit car
392,393,nisei femal born april seattl washington grew seattl parent ran hotel went live japan sever
393,394,in session elain kim led panel elain reiko akagi friend ann fujii lindwal arlen oki karen yoshitomi bill tashima
394,395,nisei femal born april lo angel california dure world war ii sent mother manzanar concentr camp california left camp
395,396,white male born februari hast nebraska becam teacher recruit teach honolulu hawaii join hawaii nation guard
396,397,in session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima
397,398,white male born lo angel california dure redress movement serv special counsel commiss wartim reloc intern
398,399,sansei femal born februari caldwel idaho dure world war ii parent incarcer tule lake concentr camp california after leav
399,400,nisei male born juli santa monica california grew santa monica area parent ran nurseri busi dure world
400,401,nisei male born novemb seattl washington grew seattl prior world war ii dure war remov puyallup
401,402,nisei male born juli chatsworth california grew san fernando valley california parent ran farm dure world war
402,403,nisei femal born novemb dee oregon grew dee parent farm finish colleg bomb pearl
403,404,sansei femal born februari milwauke wisconsin parent resettl leav minidoka concentr camp idaho world war ii move
404,405,white male born august mountain home idaho an enterpris child took job sell newspap age nine high school age
405,406,nisei femal born octob rais seattl washington dure interview discus memori grow seattl japantown
406,407,white femal born march bloomfield new jersey attend michigan state colleg stanford univers graduat cours becom high school
407,408,sansei male born decemb fresno california father born hawaii mother born japan grew fresno parent
408,409,nisei male born june termin island california grew termin island father fisherman live japan
409,410,nisei male born march kent washington dure world war ii incarcer pinedal assembl center california tule lake concentr
410,411,nisei male born may brawley california grew brawley parent ran farm dure world war ii remov
411,412,nisei male born august lo angel california grew glendal area father ran garden busi wa colleg
412,413,nisei femal born januari california grew salina california dure world war ii incarcer salina assembl center california
413,414,nisei male born april fresno california grew caruth california parent lea vineyard dure world war ii sent
414,415,sansei femal born may boyl height neighborhood lo angel california grew boyl height attend maryknol cathol school
415,416,nisei femal born juli lo angel california grew lo angel father ran produc busi dure world war ii
416,417,sansei femal born may alameda california dure world war ii infant sent famili jerom concentr camp
417,418,nisei male born septemb fresno california grew fresno chinatown citi chine japanes commun concentr dure
418,419,nisei femal born novemb honolulu hawaii grew aala neighborhood honolulu war parent oper hat
419,420,nisei male born june san francisco california grew lo angel area when world war ii broke charli stay
420,421,nisei femal born januari albuquerqu new mexico when world war ii broke famili live california to avoid
421,422,nisei male born june hood river oregon grew hood river parent ran farm at age thirteen
422,423,nisei femal grew bainbridg island washington famili ran farm dure world war ii remov manzanar concentr camp california eventu
423,424,nisei male born march lo angel california spent prewar childhood long beach california attend grade school junior high
424,425,nisei femal born novemb san francisco california a young woman entir famili visit japan ten month acquir
425,426,kibei male born januari hood river oregon live seattl washington taken japan mother age
426,427,alison fujimoto dr kyle kinoshita interview akemi matsumoto akemi matsumoto first join seattl jacl fresh sansei student activist thii
427,428,nisei male born juli san francisco california at young age famili move ocean park california father ran concess
428,429,nisei femal born portland oregon grew portland parent ran hotel busi dure world war ii remov portland
429,430,nisei male born may laguna california live japan childhood teenag year return unit state high
430,431,nisei male born juli san diego california grew san diego attend univers california berkeley
431,432,nisei male born april island molokai hawaii volunt militari servic bomb pearl harbor serv
432,433,nisei male born octob kukuiula kauaii hawaii dure world war ii serv origin member th infantri battalion later
433,434,nisei male born decemb walnut grove california grew walnut grove father own oper shoe sale repair
434,435,nisei male born juli lo angel califonia grew lo angel littl tokyo neighborhood prior world war ii after
435,436,nisei femal born april moneta california grew work famili strawberri farm attend japanes languag school learn japanes danc
436,437,kibei male born august sprecklesvil maui hawaii taken japan rais grandpar return unit state
437,438,nisei male born septemb walnut grove california grew walnut grove father own oper shoe sale repair
438,439,nisei male born januari portland oregon grew portland parent ran gener merchandis store dure world war ii remov
439,440,nisei male born may fowler california grew fowler eventu run famili farm prior world war ii after bomb
440,441,nisei femal grew lo angel california world war ii dure war remov santa anita assembl center california
441,442,nisei male born februari bellevu washington dure world war ii incarcer pinedal assembl center california tule lake concentr camp
442,443,white male command historian defens languag institut
443,444,nisei femal born april malden washington grew seattl washington remov famili puyallup assembl center washington
444,445,nisei femal born septemb spokan washington father work redcap great northern railroad parent also ran hotel
445,446,nisei male born februari san francisco california grew san francisco japantown father edit bilingu newspap after bomb
446,447,nisei male born may kahului maui hawaii grew kahului parent ran hotel wa attend univers hawaii
447,448,sansei femal born may lo angel california grew boyl height area lo angel dure world war ii remov
448,449,born decemb pittsburgh pennsylvania born father japan mother austriahungari region grew pennsylvania world
449,450,sansei male born lo angel california octob grew gardena california receiv ba polit scienc univers
450,451,nisei male born juli park citi utah famili move sever time prior world war ii live termin island
451,452,nisei male born watsonvil california march grew watsonvil remov salina assembl center california poston
452,453,nisei femal born april waipahu hawaii just world war ii move famili ewa beach area oahu near
453,454,nisei male born novemb san jose california dure world war ii remov heart mountain concentr camp wyom graduat univers
454,455,sansei femal born februari stockton california a infant incarcer famili rohwer arkansa concentr camp
455,456,nisei femal born januari mesa arizona grew arizona famili ran produc farm attend colleg marri husband
456,457,nisei male born june honolulu hawaii grew honolulu father ran taxi busi wa serv hawaii territori
457,458,issei femal born octob fukuda japan grew japan immigr u marri settl portland
458,459,nisei male born decemb scottsbluff nebraska famili oper groceri store prior world war ii move stockton california due father
459,460,sansei femal born septemb sacramento california spent childhood sacramento mother stepfath work strawberri field sent live
460,461,nisei femal born novemb venic california marri venic prior world war ii child day
461,462,nisei femal born juli seattl washington spent prewar childhood seattl nihonmachi rais matern grandmoth marri henri miyak issei
462,463,japanes femal born feburari hiroshima japan descend survivor atom bomb father kamikaz pilot world
463,464,nisei male born novemb termin island california grew termin island father part larg japanes american fish
464,465,nisei male born juli seattl washington wrote social solidar among japanes seattl master thesi publish
465,466,nisei male born march pauuilo hawaii join armi decemb assign th infantri battalion transfer
466,467,nisei male born novemb lo angel california grew lo angel father renown photograph toyo miyatak establish photo studio
467,468,nisei male born april seattl washington incarcer puyallup assembl center minidoka concentr camp idaho had key childhood experi
468,469,nisei femal born may grew culver citi california parent ran nurseri busi dure world war ii remov
469,470,nisei femal born may hillsboro oregon parent ran farm dure world war ii remov portland assembl center oregon
470,471,nisei male born decemb star lake washington grew renton area later fife washington immigr father began threegener
471,472,nisei femal born portland oregon grew portland parent ran laundri busi manag apart hous after bomb
472,473,nisei male born octob seattl washington grew seattl parent own hotel intern district in interview discus
473,474,nisei femal born octob seattl washington move lo angel california famili around age six had graduat high school
474,475,in interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima
475,476,femal japanes mexican ancestri born el paso texa father issei japan mother mexico mari grew
476,477,nisei male born juli wilmington california grew san pedro california parent oper farm after bomb pearl
477,478,nisei male born februari tokyo japan move parent hawaii young age grew honolulu famili
478,479,nisei femal born novemb long beach california grew gardena area lo angel dure world war ii remov
479,480,sansei male born novemb san francisco california dure world war ii remov merc assembl center california amach concentr
480,481,nitengosei niseisansei male born april tacoma washington dure world war ii incarcer famili tule lake concentr camp
481,482,nisei male born septemb tacoma washington spent childhood fife washington follow bomb pearl harbor remov puyallup
482,483,nisei femal born novemb walnut grove california patern grandpar immigr unit state father grew madera california
483,484,nisei male born lo angel california grew lo angel area dure world war ii remov manzanar concentr camp
484,485,nisei male born april grew bainbridg island washington famili ran strawberri farm dure world war ii remov
485,486,nisei male born octob bainbridg island washington after bomb pearl harbor remov manzanar concentr camp california left camp
486,487,nisei male born april heeia hawaii grew villag call fish camp father fisherman wit japan bomb
487,488,sansei femal born philadelphia pennsylvania grew philadelphia attend quaker school move lo angel attend colleg travel
488,489,kibei nisei male born octob stockton california a young child sent japan live grandpar attend school return
489,490,nisei male born octob lo angel california dure world war ii mother father receiv special dispens delay go
490,491,nisei femal born august seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington
491,492,nisei male born guadalup california dure world war ii remov tular assembl center california gila river concentr camp arizona
492,493,sansei femal born june portland oregon father promin pharmacist a infant remov famili heart mountain
493,494,nisei femal born octob seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resettl seattl washington
494,495,sansei femal born march san francisco california parent kibei seattl washington bakersfield california grew san francisco
495,496,nisei male born june nemah washington hi famili own oper eagl oyster pack compani nahcotta washington incarcer tule
496,497,sansei male born januari florin california grew sacramento california father ran farm after bomb pearl harbor
497,498,nisei male born januari lo angel california prior world war ii father commun leader help establish
498,499,nisei male born may portland oregon grew portland area parent ran farm dure world war ii remov
499,500,sansei male born januari tsuyama okayama japan move u famili age nine grew lo angel
500,501,issei femal born nagano japan marri mr kazuyoshi murayama issei return japan temporarili arrang marriag immigr
501,502,sansei femal born juli bore oregon small town outsid portland graduat vassar colleg earn law degre
502,503,nisei male born june selleck washington grew selleck lumber commun move famili santa monica california dure
503,504,nisei femal born octob san diego california grew lo feliz california famili ran success flower shop dure world
504,505,sansei male born june lo angel california grew littl tokyo boyl height area dure world war ii
505,506,born august lima peru parent ran laundri busi father promin commun leader dure world war ii fbi
506,507,born may callao peru spent earli childhood peru parent ran laundri busi father promin commun leader
507,508,born juli callao peru befor world war ii parent ran laundri busi father promin commun leader when kazumu
508,509,sansei male born octob santa monica california rais berkeley california father work salesman remov tanforan assembl center
509,510,sansei male born august chicago illinoi spent earli life chicago famili move lo angel california father work
510,511,nisei male born april san diego california grew termin island california father fisherman dure world war ii
511,512,nisei femal born novemb montebello california grew montebello father ran wholesal nurseri busi dure world war ii remov
512,513,nisei male born decemb portland oregon grew portland father ran store after bomb pearl harbor famili
513,514,nisei femal born august petaluma california dure world war ii remov merc assembl center california granada concentr camp
514,515,nisei male born januari lo angel california grew azusa california parent ran farm dure world war ii remov
515,516,nisei male born march seattl washington grew kent washington parent ran farm in move south
516,517,nisei femal born februari seattl washington spent prewar childhood seattl incarcer puyallup assembl center washington minidoka concentr camp idaho
517,518,sansei male born februari lo angel california graduat ucla pacif school religion berkeley serv pastor
518,519,nisei femal born march portland oregon lost mother earli age help take care famili dure world
519,520,nisei male born decemb missoula montana spent earli part childhood montana parent ran farm move famili
520,521,nisei male born decemb seattl washington grew seattl third grade mass remov puyallup
521,522,nisei femal born may auburn washington mother die young age adopt aunt famili grew
522,523,nisei male born may moneta california grew garden grove area parent ran farm wa taken japan
523,524,nisei femal born februari lo angel california grew lo angel dure world war ii remov manzanar concentr camp
524,525,nisei femal born march obrien washington grew auburnk area washington parent ran farm
525,526,niseisansei male born juli venic california dure world war ii remov manzanar concentr camp california after leav camp live
526,527,nisei male born juli san francisco california grew sacramento graduat uc berkeley dure world war ii
527,528,nisei male born june rosemead california grew rosemead area dure world war ii remov tular assembl center
528,529,shinissei male born septemb hyogo japan grew japan parent farm dure world war ii exempt draft due
529,530,nisei male born march honolulu hawaii incarcer jerom concentr camp arkansa resettl gardena california member littl tokyo
530,531,sansei male born novemb lo angel california dure world war ii remov santa anita assembl center california jerom
531,532,nisei male born june lo angel california grew lo angel father ran groceri store small
532,533,sansei male born he middl son yaeko nakano
533,534,nisei male born novemb honolulu hawaii grew honolulu nine year old japan bomb pearl harbor father
534,535,sansei male born novemb tule lake concentr camp california he oldest son yaeko nakano
535,536,sansei femal born april honolulu hawaii grew hawaii famili ran success wholesal bakeri busi follow bomb
536,537,sansei male born he youngest son yaeko nakano
537,538,sansei femal born august suooshima yamaguchi japan live year old grew tacoma
538,539,nisei male born august bainbridg island washington part first group japanes american remov incarcer
539,540,nisei femal born decemb bainbridg island washington after bomb pearl harbor remov famili manzanar concentr camp california
540,541,nisei femal born novemb salina california grew salinass japantown commun move variou town california bomb
541,542,kibei femal born spokan washington went japan age twelv mother sister visit rel gain
542,543,nisei femal born novemb florin california grew florin parent ran farm dure world war ii remov
543,544,nisei male born januari portland oregon grew portland parent ran hotel busi dure world war ii remov
544,545,nisei male born march bainbridg island washington prior world war ii parent oper barber shop farm groceri store remov
545,546,in interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima
546,547,sansei male born septemb poston concentr camp arizona after leav camp parent move work seabrook farm new
547,548,nisei male born april lo angel california grew boyl height area lo angel dure world war ii remov
548,549,nisei femal born may seattl washington spent brief time japan young child return seattl work
549,550,sansei male born decemb oakland california grew alameda california parent florist busi immedi bomb
550,551,nisei femal born april hood river oregon grew portland oregon dure world war ii remov portland assembl center
551,552,nisei femal born april richmond california grew richmond grandfath establish flower nurseri busi dure world war ii remov
552,553,niseisansei femal born februari mosier oregon grew mosier parent work orchard truck farm dure
553,554,nisei male born march lo angel california grew sever citi california father own oper sever nurseri
554,555,nisei femal born june one four sister grew near lo angel california parent ran nurseri busi follow bomb
555,556,nisei male born august lo angel california grew lo angel area dure world war ii remov
556,557,nisei femal born june watsonvil california follow bomb pearl harbor remov fresno assembl center california jerom
557,558,nisei femal born august watsonvil california follow bomb pearl harbor remov fresno assembl center california jerom
558,559,sansei male born april san francisco california spent first year san francisco parent farm dure world war
559,560,nisei male born august honolulu hawaii after bomb pearl harbor volunt armi serv europ
560,561,nisei male born june compton california rais farm lawndal california follow bomb pearl harbor father
561,562,nisei male born august seattl washington grew seattl attend univers washington japan bomb pearl harbor
562,563,nisei male born februari seattl washington follow bomb pearl harbor remov puyallup assembl center washington minidoka
563,564,nisei male grew pasadena california area parent work familyown nurseri after bomb pearl harbor famili move reedley
564,565,sansei male born august manzanar concentr camp california parent incarcer world war ii grew
565,566,nisei femal born februari lo angel california grew venic california father uncl ran carniv concess stand after
566,567,kibei femal born may seattl washington a child sent japan educ return u
567,568,nisei femal born juli emmett idaho grew idaho famili move eastern oregon alic still high
568,569,nisei femal born februari seattl washington famili own oper orient garden first nurseri lake citi incarcer puyallup
569,570,nisei femal born decemb florin california grew florin parent ran farm dure world war ii remov
570,571,nisei male born august lo angel california father ran fruit stand mother japanes languag school teacher dure
571,572,nisei femal born octob manzanar concentr camp california daughter wellknown artist henri fukuhara after leav camp famili move
572,573,sansei male presid florin chapter japanes american citizen leagu one author resolut recogn
573,574,thoma noguchi first japanes american serv chief medic examinercoron lo angel countri wellknown conduct autopsi public figur
574,575,nisei femal born octob bellingham washington lost unit state citizenship marri issei arrang marriag befor
575,576,kibeinisei male born januari alameda california at age five famili return live japan attend school japan
576,577,nisei femal born septemb lo angel california lost parent earli age rais older sibl part
577,578,nisei male born octob southern california dure world war ii remov gila river concentr camp arizona join militari intellig
578,579,nisei femal born decemb winslow washington wa fire job domest follow bomb pearl harbor remov manzanar
579,580,nisei femal born juli seattl washington spent prewar childhood japan bellevu washington kirkland washington incarcer pinedal assembl center california
580,581,born san diego california dure redress movement depart justic offic redress administr os establish identifi administ repar
581,582,nisei femal born decemb lo angel california a child remov santa anita assembl center california rohwer concentr
582,583,nisei male born septemb watsonvil california grew watsonvil parent oper joint barbershop bathhous busi dure world war
583,584,nisei male born decemb burbank california grew north hollywood area lo angel california parent ran farm
584,585,sansei femal born may tule lake concentr camp california shortli birth parent return lo angel california area
585,586,nisei male born april whittier california spent childhood california remov manzanar concentr camp left manzanar sever
586,587,shinissei femal born januari fukuoka japan live japan world war ii met husband japan marri immigr
587,588,nisei male born februari anaheim california grew selma california parent ran restaur dure world war ii remov
588,589,sansei male born april manzanar california in parent sign nono socal loyalti questionnair transfer tule
589,590,nisei male born may san fernando california grew san fernando father ran farm dure world war ii remov
590,591,nisei male born septemb millwood washington father work sp railroad after seriou injuri father quit railroad move famili
591,592,nisei male born decemb grew sanger california dure world war ii incarcer poston concentr camp arizona serv
592,593,nisei femal born juli seattl washington grew fremont neighborhood seattl parent ran dri clean busi dure
593,594,nisei male born juli ketchikan alaska grew ketchikan parent ran store dure world war ii remov
594,595,nisei male born januari dure world war ii serv translat militari intellig servic alasaka saipan tinian
595,596,nisei male born juli portland oregon grew portland father work railroad apart build
596,597,nisei male born decemb sacramento california grew sacramento parent oper restaur dure world war ii remov
597,598,nisei femal born februari san francisco california grew san francisco father promin buddhist minist dure world war
598,599,nisei femal born septemb tacoma washington move famili seattl age four at age six began sing take voic
599,600,nisei male born philadelphia pennsylvania grew philadelphia area dure world war ii volunt militari serv
600,601,nisei male born juli seattl washington grew seattl parent own oper groceri store follow bomb
601,602,nisei femal born termin island california grew termin island father fisherman after bomb pearl harbor father
602,603,nisei femal born januari seattl washington spent childhood spokan washington father work alaska junk compani attend irv grade
603,604,nisei male born octob seattl washington grew renton washington father oper farm dure world war ii remov
604,605,nisei femal born tokyo japan immigr u parent age five grew hollywood california dure world war
605,606,nisei male born may sacramento california grew sacramento menlo park california follow bomb pearl harbor remov
606,607,sansei femal grew lo angel california young child japan bomb pearl harbor dure world war ii remov
607,608,nisei male born novemb grew bainbridg island washington prior world war ii dure war remov famili
608,609,elain kim dr kyle kinoshita interview arlen oki oki longtim seattl jacler heart seattl jacl board
609,610,nisei femal born april tokyo japan brought unit state parent age one grew
610,611,white male born former longtim legal director american civil liberti union southern california wa advoc civil right throughout
611,612,nisei male born januari dure world war ii volunt nd regiment combat team eventu transfer militari intellig servic
612,613,nisei male born octob lo angel california dure world war ii remov manzanar concentr camp california after leav camp return
613,614,nisei male born septemb hanapep hawaii dure world war ii serv i compani part nd regiment combat team
614,615,nisei femal born octob gardena california follow bomb pearl harbor remov santa anita assembl center california
615,616,nisei femal born gilroy california grew gilroy area parent ran farm dure world war ii remov
616,617,nisei male born septemb san francisco california grew san francisco attend univers california berkeley
617,618,white male born karuizawa japan missionari parent attend canadian school kobe japan come unit state older
618,619,nisei femal born juli termin island california grew termin island father work ship builder dure world war
619,620,nisei male born march lo angel california grew lo angel father work produc buyer dure world war
620,621,nisei femal born may oxnard california famili resid oceansid california world war ii broke remov famili
621,622,nisei femal born decemb bainbridg island washington remov along famili manzanar concentr camp california move minidoka idaho
622,623,nisei male born octob bainbridg island washington wa attend univers washington japan bomb pearl harbor decemb
623,624,nisei male born septemb bainbridg island washington draft armi prior bomb pearl harbor after world
624,625,nisei femal grew bainbridg island washington dure world war ii remov manzanar concentr camp california eventu transfer minidoka concentr
625,626,nisei male born novemb bainbridg island washington after bomb pearl harbor move denver took job english
626,627,nisei male born march portland oregon grew gresham area dure world war ii draft armi after
627,628,sansei male born chicago illinoi parent famili live sacramento california prior world war ii dure war sent
628,629,nisei male born april portland oregon grew portland area father work railroad dure world war ii
629,630,nisei femal born march hilo hawaii grew hilo parent japanes languag school teacher in move japan
630,631,nisei male born octob kapaa kauai hawaii move san jose california hawaii grew san jose japantown
631,632,nisei male born juli sacramento california move frequent child mother pas away dure world war ii remov
632,633,white femal born middletown new york grew monticello new york author sever book japanes american experi includ dear
633,634,nisei femal born juli pasadena california grew pasadena parent ran small market remov tular assembl center
634,635,niseisansei male born juli gardena california spent childhood gardena father wholesal produc busi dure world war ii remov
635,636,nisei femal born februari fresno california famili move seattl washington father becam minist seattl buddhist templ dure
636,637,nisei male born april berkeley california famili move frequent child live oakland california japan bomb pearl
637,638,nisei male born august kainaliukona hawaii grew kona parent establish success dri good store barber shop taxi
638,639,nisei femal born januari san francisco california spent childhood san francisco famili oper success miso factori groceri store father
639,640,nisei femal born januari wilsonvil oregon taken japan live famili year outbreak world
640,641,nisei male born januari honolulu hawaii grew honolulu father own success fish auction busi after bomb
641,642,nisei male born juli seattl washington rais raymond washington incarcer tule lake concentr camp california heart mountain concentr camp
642,643,nisei male born march steveston british columbia canada grew steveston father fish canneri dure world war ii
643,644,sansei femal born may palo alto california mother nisei incarcer world war ii father
644,645,nisei male born april oregon grew gresham oregon parent ran farm draft armi decemb
645,646,nisei male born decemb tacoma washington grew primarili vashon island washington remov pinedal assembl center tule
646,647,nisei male born april portland oregon grew montavilla oregon father ran japaneselanguag newspap dure world war ii remov
647,648,nisei femal born februari portland oregon grew portland parent ran hotel busi dure world war ii remov
648,649,nisei femal born may huancayo peru grew huancayo father ran success store after bomb pearl harbor
649,650,white male born novemb san jose california draft militari japan bomb pearl harbor dure world war ii serv
650,651,nisei femal born juli portland oregon parent ran hotel dure world war ii remov famili portland assembl
651,652,brent seto bill tashima interview hyeeun park hyeeun park chapter presid korean american seattl jacl first
652,653,white femal born march bishop california dure world war ii father assist project director manzanar concentr camp california
653,654,white femal grew california move lone pine child dure world war ii visit manzanar concentr camp california
654,655,nisei femal born septemb lodi california grew jersey island small island sacramento delta follow bomb
655,656,femal first squamish nation filipino descent born august bainbridg island washington grew bainbridg island parent work
656,657,niseisansei femal born may seattl washington an infant japan bomb pearl harbor famili sent puyallup assembl center washington
657,658,white male former superintend death valley nation park involv establish manzanar nation histor site
658,659,elain kim led panel interview ruthann paul mika kuros the convers also touch upon reflect aki kuros seattl teacher peac
659,660,yonsei male grew philadelphia pennsylvania sever gener famili member involv japanes american commun activ establish
660,661,nisei femal born maui hawaii parent grew father kill action europ serv nd regiment
661,662,issei male born april hiroshima japan mother older sibl visit japan extend period came unit
662,663,nisei male born june stockton california dure world war ii serv militari intellig servic japan
663,664,nisei male born portland oregon grew oregon parent ran farm in volunt armi serv
664,665,nisei femal born march el centro california grew california parent farmer dure world war ii remov famili
665,666,nisei male born januari portland oregon grew carver ontario oregon parent ran farm remain ontario
666,667,nisei femal born asher washington grew vale oregon parent ran farm remain oregon world war ii
667,668,sansei male born decemb san francisco california nearli age four japan bomb pearl harbor remov famili tanforan assembl
668,669,nisei male august rais north hollywood california remov manzanar concentr camp california follow bomb pearl harbor attend high
669,670,nisei femal born februari south park washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp
670,671,nisei male born septemb fife washington dure world war ii incarcer puyallup assembl center washington minidoka concentr camp idaho resettl
671,672,nisei male born februari san francisco california grew san francisco parent groceri store busi after bomb
672,673,nisei male born octob montebello california grew montebello father famili member ran farm after bomb
673,674,nisei femal born seattl washington grew seattl parent oper hotel dure world war ii remov puyallup assembl
674,675,nisei femal born april yakima washington grew central washington state dure world war ii remov portland assembl
675,676,nisei femal born januari lo angel california given adopt birth place shonien orphang lo angel
676,677,nisei male born januari portland oregon grew portland parent ran hotel busi dure world war ii remov
677,678,nisei male born april mayfield california spent prewar childhood year alviso california after bomb pearl harbor move
678,679,sansei femal grew california attend san francisco state univers
679,680,sansei femal born april manzanar california parent marri camp separ soon father return famili japan
680,681,nisei male born april alameda california spent childhood alameda famili oper acr farm remov tanforan assembl center california
681,682,nisei femal born april clarksburg california grew commun clarksburg courtland war dure world war ii
682,683,nisei male born august el mont california grew el mont remov famili world war ii
683,684,nisei male born februari colton california in move famili glendal arizona voluntari evacu period volunt
684,685,nisei male born januari san jose california grew san jose work famili extens farmhold graduat san jose
685,686,nisei femal born march clarksburg california grew sacramento area prewar dure world war ii remov famili
686,687,nisei male born may hiroshima japan immigr unit state age eleven live bainbridg island washington
687,688,sansei male born march seattl washington grew eatonvil washington father work lumber compani dure world war ii
688,689,nisei male born decemb portland oregon grew troutdal oregon parent ran farm dure world war ii remov
689,690,
690,691,nisei male born june brawley california grew brawley age eleven famili decid send
691,692,male filipino nativ american descent born seattl washington grew chinatownintern district area seattl in becam
692,693,in session ana tanaka led panel kip tokuda friend janic deguchi akemi matsumoto rep sharon tomiko santo barbara lui bill tashima
693,694,junji sarashina born lahaina hawaii son minist buddhist templ nishihonganji teacher japanesestyl flower
694,695,sansei femal born decemb stockton california spent earli childhood stockton parent small farm dure world war ii famili
695,696,nisei femal born januari imperi california grew imperi famili ran farm dure world war ii remov
696,697,nisei femal born may seattl washington spent prewar year seattl nihonmachi japantown incarcer child puyallup assembl center washington
697,698,nisei femal born april dall oregon grew greshamtroutdal area oregon parent ran farm dure world
698,699,issei male born march yamaguchiken japan immigr unit state live pomeroy washington seattl washington world war
699,700,nisei male born march lo angel california father work photograph dure world war ii remov santa anita
700,701,nisei femal born august lo angel california grew gardena father promin commun leader princip
701,702,nisei femal born may carlisl washington grew seattl washington parent ran hotel dure world war ii remov
702,703,nisei male born march puyallup washington grew sumner washington area parent produc busi dure world war
703,704,niseisansei femal born decemb stockton california father issei mother nisei born hawaii grew santa monica california
704,705,nisei femal born januari montavilla oregon grew portland attend colleg world war ii dure war remov
705,706,nisei femal born novemb trujillo peru father ran construct compani after bomb pearl harbor father arrest
706,707,nisei male born april wapato washington famili farm yakima valley washington war incarcer portland assembl center oregon
707,708,sansei femal mother father born hawaii born februari peru spent prewar childhood peru hawaii father pick
708,709,nisei male born may portland oregon move seattl father parent divorc grew seattl nihonmachi father ran
709,710,nisei male born april pasadena california grew termin island california dure world war ii remov manzanar concentr camp
710,711,born osaka japan paul satoh spent happi childhood child chemist homemak satoh extend famili
711,712,white male born septemb sixth gener quaker intern recogn pacifist peac activist he forest ecologist marin biologist colleg
712,713,white femal born decemb boulder colorado senior circuit judg unit state court appeal ninth circuit in gordon
713,714,yonsei femal born rais chicago her parent met chicago world war ii divorc sharon born stepfath ran
714,715,sansei male wa nation director japanes american citizen leagu
715,716,nisei femal born septemb san francisco california grew california father work bookkeep dure world war ii remov
716,717,nisei male born tacoma washington grew tacoma father work produc busi after bomb pearl harbor remov
717,718,kristen m eng bill tashima interview sharon sobi seymour seymour seattl chapter presid first hapa mixedrac japanes american
718,719,nisei femal grew lo angel california world war ii dure war remov santa anita assembl center california
719,720,nisei male born san francisco california spent childhood termin island california father fisherman after bomb
720,721,nisei male born june callao peru grew peru rais parent grandpar dure world war ii taken
721,722,nisei femal born may hood river oregon rais hood river valley famili farm after decemb remov
722,723,nisei femal born bainbridg island washington grew help famili farm remov manzanar concentr camp california world war
723,724,nisei male born juli seattl washington rais bainbridg island washington live japan sever year return u
724,725,nisei male born august lo angel california went japan time child famili return california
725,726,in interview brent seto led panel tatsuo nakata friend akemi matsumoto emili momohara joy shigaki arlen oki bill tashima
726,727,nisei femal born januari lo angel california grew california attend univers southern california world war ii
727,728,yonsei male born march san francisco california grew lo angel dure world war ii remov santa anita assembl
